Antibody,A_sasa,D_sasa,E_sasa,F_sasa,G_sasa,H_sasa,I_sasa,K_sasa,L_sasa,M_sasa,N_sasa,P_sasa,Q_sasa,R_sasa,S_sasa,T_sasa,V_sasa,W_sasa,Y_sasa
tabalumab,2.64381892,1.33576241,2.46966112,0.10226049,6.79244371,0.34077877,1.0439854,3.92945766,1.42366911,0,1.3903281,4.31927275,4.52660209,2.70051233,12.70719665,6.36991077,1.06576208,0.82606409,2.70581339
tanezumab,2.66315461,2.47238196,1.47345839,0.35369492,6.16957108,0.54665635,1.10742037,5.10206702,1.44821724,0,0.71267125,3.12664708,4.37299537,1.85365709,13.74432809,6.51243482,0.61157659,0.44867357,2.03527281
teplizumab,0.28100357,3.89420356,1.17513854,0.11957797,6.37804377,0.18805328,0.51821766,4.48445252,0.70146865,0,1.34214415,3.82258144,5.07764727,3.25746138,13.97557143,4.93762071,1.9817283,0.15397937,1.79578803
tigatuzumab,1.99725248,3.34415643,2.52646018,0.13487495,8.3908798,0.17093349,1.028149,4.17704325,1.55072146,0,0.90530432,3.06583813,3.93847511,2.37148055,12.85762623,5.07920325,1.55023995,0.40255089,2.58920108
tildrakizumab,2.06807841,2.30573366,4.53830624,0.31777389,7.69189726,0.17157341,2.04455313,4.96060284,0.87719865,0,0.71837882,3.08447325,4.24931508,2.16682486,10.92342235,4.63776983,1.82814957,0.28903589,2.73914406
tocilizumab,2.2697456,2.8228952,1.02567853,0,5.30045103,0,1.14422312,3.50305099,2.62513695,0,0.57025863,3.6598018,5.07568554,3.72330282,14.31294979,6.36861226,0.85021004,0,2.2727144
tovetumab,2.75509667,2.90274534,1.8100621,0.37275482,8.65182452,0.20669798,1.05396654,4.39721922,1.25600879,0.20181458,1.35523962,3.13366078,4.06447868,3.42237775,13.14648878,3.55014482,1.79852481,0,1.38810707
tralokinumab,1.83490191,2.88194162,2.8515534,0.15205609,9.03903524,0,0.60549597,2.96133547,1.64215979,0,3.34625533,3.84741292,3.60488392,3.2915595,10.88051001,5.95318698,2.68686652,1.24764012,0.9777567
trastuzumab,1.74407103,3.75598574,2.76009708,1.46221622,7.96427067,0.11919204,0.25557796,4.71161108,1.68189391,0,1.74704972,2.96900249,4.19789298,3.06698276,10.85317889,4.53104601,1.23423287,0,2.16751869
tremelimumab,1.7058279,2.67480219,1.70118451,0.22750953,7.41688398,0,0.60987923,4.5872826,1.16221848,0,1.74702267,3.58911192,4.36078179,2.95268882,13.35448062,4.22404449,2.18485701,0.16550394,3.07590934
urelumab,2.6697516,1.44156194,3.84195495,0,7.2084513,0.39560318,0.49770138,3.14288703,1.38503022,0,2.47349943,5.49091629,3.13814314,2.92212854,12.13416152,5.38026268,1.48576039,1.35086418,2.6327398
ustekinumab,1.35734332,3.19866258,3.04673263,0.72981289,6.88454846,0,1.40509728,5.4104086,0.7728369,0.44483635,1.14077843,3.95298521,4.72384527,2.08506191,13.91916083,3.74419581,2.49685079,0.54042036,0.79467688
vedolizumab,2.1605888,2.54172965,3.12839907,0.12128488,7.68804053,0.4342466,0.95256743,4.54744289,0.95952362,0,1.22635756,3.80105023,5.65577196,2.25249493,12.32969269,3.47662896,2.19324264,0.8750749,1.95101386
veltuzumab,1.36893945,2.52224447,2.63443034,0.15502542,8.58116749,0,0.5938254,5.27634381,0.3047267,0.7374099,1.46262905,3.24367039,4.98350304,1.77274164,12.71218204,5.41661424,2.08747022,0.29532991,2.69861753
visilizumab,2.16585447,3.14096943,1.66941259,0.31434103,6.98482206,0.22037273,0.56365388,5.93158168,0.81848832,0,0.4899222,3.1967659,4.16706546,1.69666059,15.21079514,4.0488233,1.88114712,0,2.99748207
zalutumumab,1.82186781,3.05196313,2.28320833,0.28129916,8.43586484,0,0.95074917,4.67291882,1.160512,0.90736503,1.28200783,3.2060326,4.14468237,3.64122968,12.86405113,4.25531183,2.47882536,0.34170982,1.73822858
zanolimumab,2.4495065,2.18485579,1.41260867,1.11655834,6.79142455,0.45079808,0.45706499,4.76966968,1.37307019,0,1.38754143,2.97619827,4.27677174,1.42256358,15.33570012,4.72747066,1.4678676,1.68877438,1.69172847
ADI-14441,2.26337985,2.18252056,3.77301711,1.43064299,9.80098801,0,1.29748877,3.46702467,0.57331094,0,2.69022372,3.95998655,5.19823423,2.08894067,11.36855907,5.00759723,2.3781543,0.79399796,0.31502187
ADI-14442,1.17347417,2.95871778,2.11752366,0.41421783,7.38947285,0.75180917,0.80361474,3.78323485,1.69517156,0,3.36717136,4.42845643,4.79249405,3.6813616,11.65921313,4.50835801,3.52315419,0.61389668,1.53102217
ADI-14447,1.89226247,1.3941234,2.12611048,0.32259624,8.97239435,0.36339642,1.47652447,4.8646488,1.89846348,0.46630165,0.33848141,3.89232064,6.11536229,1.83465746,12.16113504,4.89326518,1.77573988,0.23020317,2.14421656
ADI-14449,0.95253755,3.905054,3.93528375,0.80072145,9.08816056,0.50466483,1.03034878,3.04035132,1.87919163,0,2.23755271,5.20947223,2.37440993,2.46405002,11.18091681,6.22563118,0.87138064,0.37390572,3.56206531
ADI-14450,1.61337406,4.08226742,1.41075942,0.88210035,10.0136021,0.38651714,0.52637413,1.87579964,2.09824401,0,0.79973564,4.81538986,4.99917873,3.73694093,13.77653481,4.58671972,1.78937644,0.3217378,2.44173729
ADI-14454,1.16066393,3.93265321,1.66989353,0.36858859,6.70943525,0.12270233,0.60218112,3.88883639,1.65684458,0,1.79228834,3.79535205,5.29120815,3.14005225,10.60323885,7.41839367,1.7919472,0.22144472,2.00020451
ADI-14455,1.33246048,3.29665402,1.69110377,0.48027382,7.39528049,0.27139425,1.02493891,3.68845314,1.49554137,0,2.77932716,4.0193035,5.65413625,3.31835994,10.42959674,4.97209274,3.61167219,0.31369282,2.43784679
ADI-14456,3.3143472,1.75127266,2.63957707,0.91721807,7.56557959,1.57572925,1.18149868,3.32808598,0.99918063,0,1.34598206,3.94331657,5.65670289,2.64181525,11.71086383,4.02860236,2.94101859,0.20278334,1.25780098
ADI-14457,0.79868374,2.32428303,2.30416862,0.31040426,7.2591428,0,0.91464917,4.93102589,1.76520155,0,0.79638964,3.79503373,3.93467222,3.28172282,12.77639166,7.36626817,2.02933344,0.19835768,2.28613558
ADI-14459,2.47716102,3.30399771,2.55285297,0.18290537,9.72649959,0.74360977,0,4.06555848,2.62851198,0,1.41651329,4.48760952,3.58481205,2.67459393,13.44550549,5.77985666,1.16435504,0.32829431,2.79609496
ADI-14460,3.65011177,2.41224531,2.25435468,0.46971081,7.06153863,1.18421688,1.18703248,2.97891666,2.68536897,0.27804689,2.25426934,3.5025396,3.48475414,2.20211914,11.58433475,5.6838211,1.6383038,0.96177662,1.42522949
ADI-14461,2.40405585,2.40260757,3.10128685,0.77971954,9.22888208,0.44312551,0.55687299,3.48433044,2.02575585,0,2.64207681,3.62404448,3.10458714,2.7194578,11.0722594,4.02251027,2.14086165,0.45703079,1.9386865
ADI-14462,2.47603253,2.1237195,3.34479851,0.38435863,9.63648348,0.68264553,0.12982582,2.74617774,1.50875861,0.41393215,3.29029549,2.50313985,3.4236686,4.29157744,11.83301338,3.85602359,2.31037167,0.88517784,1.31118037
ADI-14463,1.75879812,2.5162275,2.41746898,1.57272396,9.25235858,0.86179776,0.86945821,3.54913625,0.91589771,0.77483864,0.85474172,5.30988441,4.78149139,3.83238112,7.79411129,4.8011491,3.02629084,0.60033194,1.69964553
ADI-14464,3.02496965,2.00892734,2.05510919,0.25915836,7.65195914,1.41590084,0.63894862,2.72631952,1.04873854,0,1.3482638,4.2552311,5.67527298,3.51706405,12.77786902,4.14395994,3.02127244,0.14973859,1.20767192
ADI-14467,0.9100259,3.14612397,2.57540071,0.40708988,8.37901555,0.43424133,1.50009304,4.3637194,1.1083267,0.31584705,1.22160745,4.03278682,5.15459114,2.78435854,11.52439206,4.9574072,2.91057924,0.27844046,2.08070059
ADI-14473,1.40020713,2.86185701,3.35469436,0.97742102,6.09988511,0.22680182,0.90250221,4.91093285,1.00816534,0.19573467,2.43881764,4.84014082,4.33436673,2.15649751,12.73693884,5.19983419,1.55951165,0.43784652,2.0232418
ADI-14478,4.42591008,3.39407814,2.70116883,0,9.59789563,0,0.25198936,3.93256223,2.68177334,0,2.19274221,3.71998766,3.17476456,1.8586856,11.47502797,4.71827137,2.85317524,0,1.66328424
ADI-14479,1.69461564,2.55439259,2.36059052,0,7.86011828,0.74156492,0.69851859,3.01885041,1.81067426,0.58601471,2.63183729,4.32690135,5.18442577,2.47647319,12.65902789,4.99088568,1.90966089,0.5918281,0.77080008
ADI-14483,2.16566538,2.13489619,1.85405806,0.97073414,10.43722754,0.79914253,0,2.83667764,2.67420059,0.18446201,1.66201373,3.52375931,3.76583264,3.13967293,12.7646679,3.98557046,2.26296164,0.44226616,1.37053244
ADI-14484,0.76072774,2.29576093,2.1281461,0.41125078,7.40084982,0,0.94941139,4.43231565,1.79365584,0,0.76648745,3.85157189,3.84166511,3.69244522,12.42217419,7.63198005,2.04682699,0.19990622,2.20662328
ADI-14485,2.88498925,3.85218521,3.48608628,1.16120207,6.84377801,0,1.05064529,3.94658708,0.86717884,0,0.522211,4.36473784,4.14954186,4.08792897,9.89399963,5.23741329,2.28061064,0.46114712,1.08266183
ADI-14486,2.72560249,0.46318571,1.60545553,0.89135755,9.52073433,0.89296531,0.86044094,4.09032322,1.70723982,0,3.93104527,4.18512547,4.53321165,0.64659136,14.28288479,5.7682947,1.57225144,0.13892186,1.99455274
ADI-14487,1.41940617,2.92966208,2.76795298,0,8.40421481,0.76761242,1.10618208,4.11230211,2.08854847,0,1.24375726,4.02487358,4.26504953,3.07522756,11.6733545,4.97642805,2.45434459,0.72655723,1.85580368
ADI-14489,0.92170689,3.71453582,1.58056891,0.52812357,7.09633832,0.77708084,0.84586252,4.59274593,1.21126694,0,3.28196657,4.37474003,4.12133057,3.48520415,11.63523719,5.68145117,3.02596668,0.70486362,1.48352895
ADI-14490,2.71556975,3.36460067,1.19801391,0.45844885,9.46390384,0.11386378,0.76669968,3.12153509,2.00552283,0,2.31478605,3.54777412,4.61533345,3.30226341,12.52035911,3.92121248,2.43630944,0.23550489,1.95309464
ADI-14491,2.46923758,2.40207836,3.07853349,0.77760326,9.37653832,0.42491536,0.40283527,3.52804218,1.71852053,0,2.75801403,3.00085028,3.5966438,2.68798562,11.44651055,3.99748728,2.10734708,0.43932629,1.94906398
ADI-14494,2.85471775,2.37270165,3.0346273,0.97284191,9.39155166,0.46540721,0.38376526,3.5310268,1.79626758,0,2.6773993,3.01931783,3.77198912,2.70734277,11.27978582,4.19948899,1.88452657,0.47022949,2.03758172
ADI-14499,1.467305,4.00206331,1.20887562,0.11449684,6.70893714,0,0.52349543,4.16903108,1.37073582,0.25928581,1.22483219,4.53872483,3.91787147,3.68235028,10.90242507,7.802784,1.87082077,0.34678814,2.12013757
ADI-14500,2.15313516,3.30524086,3.0782851,0.15620131,9.90267685,0,0.55442486,2.15229409,2.54082877,0,2.79567153,4.76631337,3.17602668,3.58952398,12.93412038,5.9204684,0.58041052,0.36429277,2.9424235
ADI-14501,2.21508226,2.09216318,3.18152229,0.68638898,9.12498124,0,1.13408764,3.55053738,1.12091812,0,1.42549105,4.31190691,4.36844566,3.09160405,10.74531019,5.72446243,2.08223129,0.9816451,1.24005414
ADI-14504,3.21817273,1.95356227,4.01505181,0.45260025,7.96450144,0,0.37586288,3.13783859,1.66757275,0,1.00610889,4.10937851,3.80349956,4.48867217,11.4304969,4.38272373,1.00852288,0.6726642,1.54115066
ADI-14505,2.47718868,2.90669132,3.02689107,0.98682976,8.40567515,1.09921207,1.2803808,4.3392364,2.27596448,0,4.58262779,3.26194415,5.36657651,3.02274719,10.42742781,3.22433158,3.51850337,0.52958321,0.82212334
ADI-14506,3.87089894,4.80446472,1.80373737,1.11796051,8.56077841,0,0.70356537,4.50897974,1.34060048,0.14724849,1.66176689,4.10850108,4.64670625,3.38446769,9.33162918,5.27672954,2.32933067,1.04117572,1.08422789
ADI-14509,1.21874812,3.43954454,1.97590257,0.39207184,8.14332159,1.35314065,0.83327877,4.10336307,1.16331678,0,1.64858123,4.24836895,4.31848396,2.97320366,11.20091924,6.65923532,2.91498899,0.60988033,1.69638658
ADI-14511,3.60699191,4.97734011,3.849676,0.93682421,7.58175227,0,1.17543485,5.25354502,2.23514263,0.14537646,0.3272243,3.88404247,3.24926027,4.30968105,8.92502515,5.10212491,1.39959556,0.60576008,1.04844202
ADI-14512,2.91167285,3.25007959,4.69510067,1.32269648,6.35854885,0.50599361,1.09691698,5.89848007,1.59426979,0,0.61413372,3.97681748,3.5671405,3.02744264,10.05625938,5.37631858,1.88621263,0.8338818,0.98741073
ADI-14514,1.0525071,3.11498091,2.44256612,0.51732775,7.86263985,1.07245568,0.48981642,4.13582721,1.06182751,0,2.01497096,3.78064848,4.34253327,3.61917557,12.51153294,5.84350901,3.36927451,0.63833083,1.65671793
ADI-14515,1.99752577,2.28418753,3.00822182,1.04982193,5.93727597,0,0.91345729,3.84860209,0.77794063,0.52895195,2.48562912,3.3237969,4.8122838,2.92792048,11.66831053,4.57609978,2.44507324,0.49987301,1.6323547
ADI-14516,1.08576413,2.6911929,3.04088309,0.66368728,7.74768814,0.49928863,0.34245914,3.63141273,1.78897883,0,3.12602199,3.8119634,5.87457235,3.23343503,10.07316302,4.62697732,3.72977027,0.25202106,1.63064239
ADI-14518,1.36900494,3.80207628,2.17059292,0.748697,7.42396518,1.79610539,1.00687603,3.24223738,1.69145047,0,1.50765676,4.51794138,3.74253809,3.08930894,10.33662831,5.27291028,2.1676939,0.41483913,2.39060309
ADI-14521,1.55415928,3.87466533,1.63456787,0.75220271,7.49611696,0.33370155,0.59575802,4.18431986,2.10177029,0,1.67530985,3.95455331,5.57991277,3.5141599,10.5406083,6.05235446,2.28978737,0.34718491,1.67685359
ADI-14522,2.50761758,2.42900399,3.61683399,0.36617506,7.7533526,0,1.07794937,2.90238735,1.41044212,0,0.83277303,3.14537196,4.62269694,4.50576776,13.02803865,5.45068963,1.41355409,0.61486488,0.38085179
ADI-14523,1.07353137,4.25991199,2.73697991,0.90960604,10.10919867,0,0.55239082,2.31956057,2.13990699,0,1.24214868,4.25351078,3.8553204,3.52647834,14.6734615,4.49916044,1.77931317,0.32985447,2.28301708
ADI-14524,2.70771647,2.7376411,4.90368965,0.97295795,8.95517428,0.25350832,0,2.16407758,1.26727943,0,1.35502821,3.54732391,3.62781418,4.70627316,12.03573921,4.58035949,2.4089856,0.68384865,0.68625937
ADI-14525,2.13595212,2.6005362,3.1384935,0.75061947,9.17088764,0.42809099,0.97077905,2.91584793,2.15184695,0,2.79626577,3.1021842,3.86897107,2.73340151,11.5750611,3.83435269,1.51487563,0.4653883,1.99325507
ADI-14526,3.76375918,2.04220565,2.30218039,0,8.98422341,0.30806347,0.31867132,2.85755682,1.69536961,0,0.94571785,4.47559597,2.93377441,3.71901219,12.79084781,7.63028133,2.58435108,0,2.45777964
ADI-14528,3.43249071,3.14232027,3.43135691,1.01050937,7.97190988,0,1.13638615,4.41355515,1.22619774,0.19674356,2.01171585,4.33091918,4.92795632,3.65052444,9.20107972,5.68862831,1.90146932,1.05085633,1.3566914
ADI-14532,0.999775,4.32436438,3.1505063,0.89204861,10.17564739,0,0.52219505,2.15064299,2.90912011,0,0.95917368,4.33706184,3.05806489,3.49463598,15.09875285,4.36544192,1.29952877,0.32843455,2.6942031
ADI-14534,1.76027369,3.11358183,3.51444944,1.04706829,8.93657551,0.14277925,0.70578442,3.60446714,2.98139541,0,2.82794891,2.94917206,2.88395628,4.10732229,10.96978771,4.40908841,3.11999365,0.12229827,1.05544155
ADI-14536,0.48936548,2.66927446,2.29699228,0.3198649,7.69210579,0.95882092,2.16893776,4.43860662,2.02216935,0,1.58439633,3.07529225,4.36799737,2.53121564,12.49010575,5.10037904,2.40230167,0,2.08817521
ADI-14537,0.94425192,4.1359568,2.72206405,0.89836503,10.07031134,0,0.49885921,2.58890535,2.94425172,0,0.9214616,4.58339909,3.23750611,3.4627071,13.83825733,4.45005712,1.65360908,0.31196858,2.35697971
ADI-14540,2.04286719,3.58336467,2.31296323,0,7.33824885,0,0.83604739,4.54999798,1.94326722,0,2.39270809,2.54745849,6.03087941,4.16072499,11.8942929,4.46955815,2.72997063,0.31344797,1.73557476
ADI-14543,1.6688048,3.24726807,2.04306235,0.49799741,8.92734013,0,0.44647411,3.68242133,2.73441145,0.45629898,1.33269207,3.24882093,4.90707251,3.0368583,12.32521839,4.2036812,2.54981768,0,1.63467237
ADI-14544,2.35708885,2.76279707,2.28665053,0.56223237,9.64041632,0,1.63557664,4.56831062,2.12490808,0.17727552,3.65209733,4.20765914,4.19446064,1.13389389,11.52013841,4.45102987,2.68768698,0.70516319,0.70939253
ADI-14545,1.76127219,3.13026907,3.2754391,1.10821016,8.25860248,0.13013099,0.86347393,6.16678847,1.60215369,0,1.79480544,2.96886375,2.60979124,2.21834831,12.04256264,5.89109138,2.60381349,0.65817955,1.75299699
ADI-14546,1.95362998,2.40840601,3.7760473,1.61938297,7.54615466,0.79502312,0.91050554,3.6366776,0.21919373,0,2.61160404,4.03932044,4.23238694,4.13425947,10.70462585,6.45708053,2.23396768,0.60583317,0.87641427
ADI-14547,1.27489423,3.37659614,3.87117569,0.50601047,5.77579157,1.32273029,0.89589448,4.27915145,2.12843049,0,2.55826307,4.63590993,3.55811889,3.11020889,9.33136843,7.39891119,1.49299489,0.50787219,0.84977284
ADI-14550,1.34588768,3.97857818,2.8622826,0.2475233,7.0445759,0,0.69369778,4.43432751,1.58436907,0,2.8755079,3.35705411,4.82242337,3.19273646,12.1020998,4.11815039,2.64632589,0.52135666,2.31132383
ADI-14552,0.78660769,2.82361853,4.76348774,1.22238064,8.00193177,0.43058846,1.27870427,4.1945143,1.16428434,0.24033995,2.53276805,4.45754815,3.13699172,4.27801858,9.88224022,7.1049267,1.64465258,0.35117825,0.90386805
ADI-14556,3.56464016,2.10715232,4.50711021,0.90903431,7.32818899,0,0.19655252,3.37900152,1.73776929,0.30212595,1.96783556,4.71505634,3.24246851,3.5380934,9.98000828,4.01171564,2.1798734,0.47159848,1.06060662
ADI-14557,1.7097906,2.69417019,2.18966798,0.61286182,6.50460116,0.17323782,1.54126652,3.85467164,1.88044075,0,0.7508052,3.99263821,5.06608372,3.12700224,12.08310025,5.59106839,2.01772653,0.53572688,1.39170041
ADI-14560,2.50469083,2.64857286,2.99565796,0.48469335,6.00150979,0,0.92909424,4.47285102,1.08532794,1.08994264,1.78286866,4.80102584,4.86572339,2.18606122,11.23306583,5.52348946,1.40976409,0.48226712,1.31871613
ADI-14562,1.85959552,2.45754962,4.25491159,1.27256565,7.21727551,0.23192982,0.5964424,4.20790527,2.18638037,0.27426962,0.71861336,3.51311225,3.91020007,3.25479,11.80303654,4.65641014,2.32705885,0,1.26024669
ADI-14563,2.830116,2.24277894,2.22256401,0.71525744,8.84342209,0,0.90794525,1.92069371,1.61652214,0,2.30456605,4.91098588,4.80706295,5.27756896,9.15784318,6.00815946,3.1950555,1.16410797,0.65837303
ADI-15006,1.52848811,4.57910278,1.82701207,0.41230446,8.78343111,0,0.7921037,4.97657077,1.40593198,0.14412133,0.25578773,4.44623674,2.53315638,2.87292859,14.3010592,5.43470471,1.03930744,0,2.14811016
ADI-15555,3.22852822,2.40589751,2.82418268,0,10.19193654,0,0.85796059,5.20465544,3.22249111,0,0.66312443,3.58372617,2.27956675,2.94366236,9.27484633,8.34067399,2.33473072,0,1.29130658
ADI-15559,1.02598163,3.82098133,1.87758047,0,9.91783583,0.70617352,0.63453042,3.49465105,0.72706491,0,1.262001,4.26527529,4.88972167,2.06190618,10.64167599,6.00135797,2.82320089,1.0015073,2.17110023
ADI-15561,2.51802265,2.22614615,2.58253786,1.37431468,6.76288369,0,0.77403191,4.84835299,0.82199014,0,0.53862404,3.44472289,4.3189873,2.80517839,11.80382934,6.24116903,2.32854876,0.66337318,1.93841508
ADI-15563,2.86280395,3.60639564,2.53514963,0.4006942,8.42196823,0.85838043,1.36022265,3.34077328,1.23129148,0,2.63914472,3.04767368,3.33536547,3.36873728,9.90641523,5.90811325,2.18901047,1.31613907,1.6534624
ADI-15564,1.96952386,2.62851248,3.79937257,1.10661082,7.21280914,0,0.76086488,3.10550315,0.60301758,0.61422329,1.08557187,3.48480007,5.61801021,3.74247798,10.7587834,5.90256576,2.04683911,0.54269054,1.91274024
ADI-15565,3.70943424,2.29776686,2.27730092,0.90904373,8.64523859,0.53044483,0.66641405,2.75856517,1.39530773,0,3.01257907,3.65253247,5.14658353,1.85049521,11.59707021,4.70202059,2.27402418,0.80354273,1.93906631
ADI-15566,2.57909434,3.30448975,2.20113735,0.86315887,7.3831562,0,0.48042921,4.50163701,1.89739368,0,2.30244583,3.57710568,5.01095309,3.4861945,11.12615313,4.7122624,2.42286689,0.31444006,2.46021578
ADI-15569,2.14691118,3.48252525,2.20153627,0.61416498,7.59036963,0,0.53570792,4.2580904,1.42426316,0,2.37210405,4.65564307,4.63709885,2.96339687,10.96444599,5.45868156,2.88859399,0,2.23600849
ADI-15570,1.66996173,3.71766176,2.09645863,0.30525532,8.16020295,0.51516041,1.21707344,4.05009175,1.73913202,0,2.4331338,3.02770726,4.30827778,2.53300586,10.62762643,5.60749777,2.2422933,0,2.04526607
ADI-15571,1.18689545,2.00129886,1.3692525,1.2462736,8.96775362,0,0.44004036,4.07538312,2.85097344,0,2.92846722,3.32731722,4.9503367,1.99506448,13.53695374,6.50419021,1.90892225,0.66271448,1.28488636
ADI-15572,2.11951787,1.58118253,2.99966216,0.72281389,7.77356947,0.43661774,0.65954967,4.69581208,0.78012746,0,1.01531642,4.18398209,5.88076847,2.67440363,11.06957925,7.40168055,1.74563284,0.89584581,2.19771852
ADI-15573,1.96865506,1.75090097,2.73429869,0,8.42251495,1.42415979,0.10392313,3.05220262,1.09664566,0,1.90895559,3.77015421,4.86368744,3.67165295,13.49070428,6.38884216,1.88290482,0.31265695,1.08608822
ADI-15574,2.93824631,1.81946146,1.73433563,0.13501779,9.65370164,0,0.51091431,3.45115793,3.86615773,0,2.83520512,4.28231117,3.85835846,2.36668223,11.26788184,5.0414345,1.61656742,0,1.90066657
ADI-15576,1.70810336,2.36453682,1.91730873,0.60599232,7.35258366,0.12027372,0.47168129,4.38658062,1.50183843,0.2100897,2.24322917,4.92400987,4.30871094,2.15187089,14.14131605,5.24752251,2.13745636,0.52922302,1.19142639
ADI-15578,2.70744025,1.67564757,3.17034641,0.91262541,9.09496634,0,0.44679916,3.62723227,1.11796915,0.29417398,1.31813426,3.63141263,4.70997467,2.86804886,9.48616244,6.35801498,3.21544054,1.27316769,2.75929218
ADI-15581,3.04159661,1.40267746,3.13937175,0.81740434,7.94307691,0.6154623,0.65501615,3.14026961,0.18287067,0.4021357,0.75690005,5.42663232,5.12051396,2.65462176,10.435083,6.76000347,2.92732877,0.33865669,1.68557012
